date,value
2015-01-01,10.74507122951685
2015-02-01,15.25443828213678
2015-03-01,20.616460546746612
2015-04-01,23.79504898629271
2015-05-01,20.27837137926176
2015-06-01,16.957968234044014
2015-07-01,14.889827626622434
2015-08-01,8.800661897650935
2015-09-01,3.4195286518786885
2015-10-01,3.8453526704209646
2015-11-01,4.1246122587187966
2015-12-01,8.464920775807077
2016-01-01,15.404960214071737
2016-02-01,18.13393117362955
2016-03-01,22.96559320133315
2016-04-01,93.48181400089665
2016-05-01,25.018396971352264
2016-06-01,23.322561475083386
2016-07-01,16.20098909680222
2016-08-01,10.07307105864133
2016-09-01,10.498204787101692
2016-10-01,6.734864961034903
2016-11-01,9.097022507907623
2016-12-01,11.568409933564954
2017-01-01,19.267459526657596
2017-02-01,26.712252231903737
2017-03-01,29.73452179447638
2017-04-01,34.15808484264456
2017-05-01,31.544727827482816
2017-06-01,27.95566665822325
2017-07-01,21.702482098462653
2017-08-01,19.511960694130366
2017-09-01,12.45547719955073
2017-10-01,9.528979825053545
2017-11-01,14.405538971968776
2017-12-01,16.416283544651307
2018-01-01,
2018-02-01,29.148379968241947
2018-03-01,
2018-04-01,39.93184647565242
2018-05-01,138.1149978000144
2018-06-01,34.19227651142086
2018-07-01,27.473586399947063
2018-08-01,20.82390468070572
2018-09-01,14.433931454044737
2018-10-01,14.07779671261802
2018-11-01,16.656754850312534
2018-12-01,24.3752491656589
2019-01-01,30.683494661243433
2019-02-01,34.98534172774019
2019-03-01,43.76322253571629
2019-04-01,45.100948007946954
2019-05-01,43.24638728291633
2019-06-01,
2019-07-01,34.23557491399605
2019-08-01,27.214497209486595
2019-09-01,
2019-10-01,18.73576126815595
2019-11-01,22.020599556795833
2019-12-01,28.794900323736755
2020-01-01,34.491322676845435
2020-02-01,42.893430302511256
2020-03-01,47.52563633112215
2020-04-01,49.92627829917311
2020-05-01,51.38860122747373
2020-06-01,47.05361774593747
2020-07-01,37.623077254604254
2020-08-01,31.864893184373077
2020-09-01,25.546151283043812
2020-10-01,22.27391700674778
2020-11-01,91.84626227311976
2020-12-01,34.1806542894749
2021-01-01,
2021-02-01,51.060901057950616
2021-03-01,51.16356334650371
2021-04-01,58.99545879857964
2021-05-01,56.208425306746825
2021-06-01,50.11276348410514
2021-07-01,42.91075040850082
2021-08-01,31.920257272356398
2021-09-01,28.850180816654344
2021-10-01,27.81928230264577
2021-11-01,32.092528282679204
2021-12-01,35.63821091908817
2022-01-01,44.081377242719014
2022-02-01,53.503316815575594
2022-03-01,62.37432638969855
2022-04-01,64.29774851322902
2022-05-01,61.19125660924614
2022-06-01,56.87319246619666
2022-07-01,47.9607423744422
2022-08-01,40.89659493677976
2022-09-01,32.3026004105329
2022-10-01,30.83413703220419
2022-11-01,33.463516388807
2022-12-01,135.66826220858098
2023-01-01,50.78031486937834
2023-02-01,60.189552095944805
2023-03-01,66.91693560861626
2023-04-01,69.49475795539946
2023-05-01,65.77088301232814
2023-06-01,61.014340139101286
2023-07-01,52.343071082352814
2023-08-01,42.7822283538707
2023-09-01,37.2897428867881
2023-10-01,
2023-11-01,
2023-12-01,
2024-01-01,55.76447684658831
2024-02-01,65.2283171207484
2024-03-01,69.93915081121119
2024-04-01,75.84888464901104
2024-05-01,73.89232665082251
2024-06-01,70.88218809869996
2024-07-01,57.61061821669398
2024-08-01,48.97998207792612
2024-09-01,41.6555952026675
2024-10-01,37.65664680911692
2024-11-01,44.11789564615426
2024-12-01,51.16956621569673
